title,company,link,description,location,date_added,date_posted,job_type,salary,apply_text,status
Software Engineering Manager,Ryantech,https://www.dice.com/job-detail/b87ee8e1-1137-4096-b155-60d493c83cf7,"Job Title: Software Engineering Manager Location: Plano, TX (Local Candidates Only) Duration: 12+ Months (Contract / Full Time) Experience Required: 15+ Years Client: Financial Domain Interview Process: 2 Rounds (Virtual Face-to-Face) This is a W2 only role , no 3rd party or C2C candidates. Job Description:We are seeking a Technical Program Manager (TPM) to lead high-impact technology programs for Toyota. This role combines hands-on technical leadership with advanced program and stakeholder mana","Plano, Texas",06/08/2025,3d ago,Contract,Up to $70,Easy Apply,Pending
"Software Engineer - Boston, MA (W2 - Onsite)",FlairTech Solutions,https://www.dice.com/job-detail/027b22e2-7afd-4ce7-b790-2af1511f7965,"Role: Software Engineer Location: Boston, MA Job Type: W2 Preferred 5+ years of experience with designing and building software engineering solutions in cloud environments (preferably Google Cloud Platform). 5+ years of experience in one or more modern languages, such as Python, Java, C#, JavaScript, SQL, etc. 5+ years of experience with APIs, microservices, and modern software patterns 3+ year(s) of soliciting complex requirements and managing relationships with key stakeholders 3+ year(s) of e","Boston, Massachusetts",06/08/2025,2d ago,Contract,Depends on Experience,Easy Apply,Pending
Data scientist,Apptech Group LLC,https://www.dice.com/job-detail/f5d32d28-3c63-41b8-9f58-aab0de746737,"We are urgently looking for a *Data scientist* with in-depth experience. Work Mode: Onsite(5days a week) Long-term project Location: Woodlawn, MD Key Required Skills: Strong knowledge of AI/ML/LLM, RAG LLM, Python, NLP, Generative AI. Job Responsibilities: Hands on experience in Python, RAG LLM, NLP, ML and Generative AIUnderstand real world challenges and develop automated data solutionsDevelop, test, and deploy new techniques for NLP understandingScalable development/deployment of ML and Gene","Woodlawn, Maryland",06/08/2025,2d ago,Contract,Depends on Experience,Easy Apply,Pending
Solution Architect with a Strong Banking Domain,PETADATA,https://www.dice.com/job-detail/a00d370b-5b9e-43cd-bb3a-82f1cfa9a2aa,"Position: Solution Architect with a Strong Banking Domain Location: CT/NY/NJ (visit the customer office at Stamford(CT), twice a week) Experience: 15+ Years Work type: Fulltime(W2) / C2C PETADATA is currently looking to hire for the position of Solution Architect with a Strong Banking Domain for one of their clients. We are looking for two architects with different focuses. One with more focus on automation and BPM. (ServiceNow FSO and PowerAutomate are our adopted platforms, but any similar","Stamford, Connecticut",06/08/2025,3d ago,"Full-time, Third Party, Contract",,Easy Apply,Pending
"Lead Software ServiceNow Developer (ServiceNow, DevOps, AI)",Techgroup America Inc.,https://www.dice.com/job-detail/0c6edc98-9b4e-4851-92ca-04c94aed5985,"""No third-party candidates, only W2 candidates will be considered."" Job Details Job Title: Lead Software ServiceNow Developer (ServiceNow, DevOps, AI) Location: Santa, CA Hybrid Onsite Must have min 8-10 years of min work experience. No layers Summary: We are seeking an experienced and driven Lead Software Developer to join our dynamic team. The ideal candidate will have hands-on expertise in ServiceNow, strong JavaScript skills, and working knowledge of DevOps practices. You will lead software","Hybrid in Santa Clara, California",06/08/2025,3d ago,Contract,Depends on Experience,Easy Apply,Pending
Data / BI Architect,ServIT Consulting LLC,https://www.dice.com/job-detail/5295dfdd-e6e3-4723-a45c-8619d9ac949f,"Job role : Data / BI Architect Location: Pontiac, MI Onsite Duration: 12+ months Key Responsibilities: Develop conceptual, logical, and physical data models and architectures.Design and implement scalable data pipelines, ETL processes, and integration solutions.Collaborate with cross-functional teams to deliver AI/ML and BI solutions that drive data-driven decision-making.Optimize metadata strategies, data integration, and infrastructure design.Work with technologies such as SQL/NoSQL databases,","Pontiac, Michigan",06/08/2025,Yesterday,Contract,Depends on Experience,Easy Apply,Pending
AI Governance Project Manager,Aditi Consulting,https://www.dice.com/job-detail/57a77adf-55b9-4bcc-9c7e-8b1d4f93ec6d,"Payrate: $65.00 - $70.00/ hr. Summary: We are seeking a detail-oriented Project Manager to join our Cybersecurity Governance, Risk, and Compliance team supporting the AI Governance program. In this role, you will plan, execute, and oversee specific projects related to our AI governance initiatives including implementation of governance controls and committee cadences. Key Responsibilities: Plan and execute AI governance projects, including defining scope, resources, timelines, and success metri","Remote or Hybrid in San Jose, California",06/08/2025,Today,Contract,$65 - $70 hr,Easy Apply,Pending
KOFAX Imaging Developer 2,Resource Informatics Group,https://www.dice.com/job-detail/12b2ea72-f8b8-4e51-9cb0-de8ac4f72600,"Hi, The following requirement is open with our client. Tittle : KOFAX Imaging Developer 2 Location : Atlanta GA (onsite) Duration : 12+ Months **LOCAL METRO ATLANTA CANDIDATES** *ONSITE REQUIRED* Job Description: Experience in System analysis, design and development of Document Management Systems, Record management, Enterprise Content Management processes. Experience with Kofax Capture 11, KTM 6, KCIC, KCNS and/or Kofax (Tungsten) Total Agility platforms, IBM Content Management and OpenText/Rig","Irving, Texas",06/08/2025,Today,Contract,BASED ON EXPERIENCE,Easy Apply,Pending
Project Manager,SPECTRAFORCE TECHNOLOGIES Inc.,https://www.dice.com/job-detail/9f0369ac-01a4-40b4-8cd7-58d8d87a3de1,"Project Manager Redmond, WA 98052 (Onsite) 12 Months The Team & Role: Team brings together a world-class team of researchers, developers, and engineers to create the future of virtual and augmented reality, which together will become as universal and essential as smartphones and personal computers are today.Just as personal computers have done over the past 45 years, AR and VR will ultimately change everything about how we work, play, and connect.We are developing all the technologies needed to","Redmond, Washington",06/08/2025,5d ago,Contract,$60 - $70,Easy Apply,Pending
"Python Backend Data Collections Developer for global consumer device company in Austin, TX","OSI Engineering, Inc.",https://www.dice.com/job-detail/52fe71ef-2361-401a-83f1-cedade4414e2,"Python Backend Data Collections Developer for global consumer device company in Austin, TX Summary: In this role, a successful candidate will be working on developing data-centric tools that scale well for internal usage. You must thrive in a fast-paced environment, have a strong understanding of software fundamentals, a background working with systems, excellent communication skills, and a desire to work with cross-functional teams to develop ground-breaking products. As a key member of our e","Hybrid in Austin, Texas",06/08/2025,Yesterday,Contract,$70 - $80,Easy Apply,Pending
Data Scientist,INSPYR Solutions,https://www.dice.com/job-detail/6ecbe5a5-a530-42c0-a889-5f1a980a5422,"Title: Data Scientist Location: Hybrid- Vienna, VA, Winchester, VA or Pensacola, FL Duration: Initial 6 months contract with extensions Rate: $59-$67/hr Work Requirements: , Holders or or Authorized to work in USSummary of work: Build and enhance Non-SQL/SQL based data analytics processes through all phases of development, implementation, and upkeep. * Unlock insights by analyzing large scale of complex numerical and textual data and identifying trends. * Create and maintain reporting dashboar","Merrifield, Virginia",06/08/2025,Today,Contract,BASED ON EXPERIENCE,Easy Apply,Pending
Data Scientist,Robert Half,https://www.dice.com/job-detail/79d73e12-2fd9-4c11-9a11-be234c53b68f,"Description About the Role We are looking for a pragmatic, business-minded Data Scientist to design, build, and defend production-ready machine-learning models that power short-term lending products-from tax-refund advances to BNPL and installment loans. You'll partner with product, risk, and engineering teams to turn raw data into fair, compliant, and actionable lending insights. What You'll Do Design, build, and iterate on supervised and unsupervised ML models (tree-based, regression, time-s","Remote or Charlotte, North Carolina",06/08/2025,Today,Contract,USD 70.00 - 75.00 per hour,Easy Apply,Pending
AWS Senior Architect - Engineering,"VDart, Inc.",https://www.dice.com/job-detail/cfa7867f-bb23-4ad6-80de-2e040ad40295,"Job Title: AWS Senior Architect Engineering Location: Rockville, MD (Onsite) Duration/Term: Long Term Contract Job Summary: We are seeking a hands-on AWS Senior Architect with a strong engineering mindset and extensive experience in building scalable, resilient, and secure architectures. This role requires expertise in Kubernetes (K8s) and AWS, with a preference for candidates who are certified in both technologies (AWS Solutions Architect Professional, CKA/CKS for Kubernetes). The ideal cand","Rockville, Maryland",06/08/2025,Yesterday,"Contract, Third Party",Depends on Experience,Easy Apply,Pending
Software Dev Engineer II,Aditi Consulting,https://www.dice.com/job-detail/f8492b97-83fd-4181-a208-22c7eb300967,"Payrate:$50.00 - $55.00/hr. Summary: As an LLM Evaluation Expert specializing in Coding, you will play a crucial role in assessing and improving our language models' coding capabilities. Your expertise will be instrumental in evaluating LLM-generated code responses, making high-level judgments, and setting the standard for what constitutes excellent AI-assisted coding. This role requires a unique blend of technical expertise, critical thinking, and communication skills. You will be the bridge be",Washington,06/08/2025,Today,Contract,$50 - $55 hr,Easy Apply,Pending
Google Cloud Platform Data Platform Lead,"Shimento, Inc.",https://www.dice.com/job-detail/c4230c24-e89e-43a3-bb44-2794bfd2896c,"Data Platform Lead Analytics Engineering (Google Cloud Platform/BigQuery/DBT/Prefect) Location: Remote (with occasional on-site visits to client headquarters in Carlsbad, CA) Duration:- 6-12 Months+ About the Role One of my clients is seeking a seasoned Data Platform Lead to oversee and evolve our global data infrastructure within Google Cloud Platform.As the contractor responsible for this role, you will architect, implement, and manage scalable data pipelines using BigQuery, DBT, and workflow",Remote,06/08/2025,Yesterday,"Contract, Third Party",Depends on Experience,Easy Apply,Pending
Senior Consultant IT Architecture,Aditi Consulting,https://www.dice.com/job-detail/d963aedf-d0bc-47d1-9366-c183c70c9283,"Payrate: $79.00 - $85.00/hr. Responsibilities: Implements technical solutions and management processes to achieve overall objectives by means of implementing systems or enterprise- wide solutions, using the company s or a third-party s hardware/software products and/or processes and methodologies Integrates solutions and strategies within the customer environment, based on the analysis of customer business goals, objectives, needs, and existing systems infrastructure Identifies additional prod","Remote or Hybrid in Montgomery, Alabama",06/08/2025,Today,Contract,$79 - $85 hr,Easy Apply,Pending
Consultant IT Architecture,Aditi Consulting,https://www.dice.com/job-detail/c9b7f692-dbf5-4ed9-8b64-b2721556aa7e,"Payrate: $73.00 - $78.00/hr. Responsibilities: Implements technical solutions and management processes to achieve overall objectives by means of implementing systems or enterprise- wide solutions, using the company s or a third-party s hardware/software products and/or processes and methodologies Integrates solutions and strategies within the customer environment, based on the analysis of customer business goals, objectives, needs, and existing systems infrastructure Identifies additional prod","Remote or Hybrid in Austin, Texas",06/08/2025,Today,Contract,$73 - $78 hr,Easy Apply,Pending
Data / BI Architect,"EITAcies, Inc.",https://www.dice.com/job-detail/10136ab1-7a4a-4f7f-8d43-2e49bb0c5f60,"Description: Provides technical direction to IT for a variety of data and artificial intelligence projects including data warehouse, business intelligence, data modelling and source data optimization initiatives. Develops conceptual, logical, and physical data models and architectures. Provides metadata strategies and data integration design. Provides technical infrastructure design and implements scalable and robust data architectures that support business objectives. Develop, test, and mainta",No location provided,06/08/2025,Today,"Full-time, Part-time, Contract, Third Party",,Easy Apply,Pending
Data Scientist,Global Data Solutions Inc.,https://www.dice.com/job-detail/3d03fc18-13d4-4b0a-bdca-b1d5dae75f9c,"This Data Scientist position with the Professional Services Procurement Office will be an important member of the PSPO team. In this role, the Data Scientist collects and analyzes statistics and information from multiple sources to spot trends and to gain maximum insight that can give the company a competitive advantage and communicates informed conclusions and recommendations across an organization's leadership structure. Strategizes and identifies unique opportunities to locate and collect ne","Richmond, Virginia",06/08/2025,2d ago,"Contract, Third Party",Depends on Experience,Easy Apply,Pending
Data Analyst / Engineer (W2 Contract - Remote Role),Kani Solutions,https://www.dice.com/job-detail/aca45593-8185-413c-ae75-65c6c5000556,"Job Title: Mid-level Data Engineer (W2 Contract) Location: [Onsite / Remote / Hybrid] United States Duration: (W2 only ) Work Authorization: Must be authorized to work in the U.S. without sponsorship Job Summary: We are seeking a Mid-level Data Engineer to support data pipeline development, transformation, and integration initiatives within our growing data ecosystem. You will work closely with data architects, analysts, and business stakeholders to build and optimize scalable, reliable data so",Remote,06/08/2025,2d ago,Contract,"$80,000 - $90,000",Easy Apply,Pending
Yava/AI/Chatbot Tech Lead (AI).,Techwaukee,https://www.dice.com/job-detail/74fde919-0b8c-4c19-a750-e0bc883bb942,"We are seeking a dynamic and experienced Yava/AI/Chatbot Tech lead to join our team and lead the development and enhancement. YAVA is a cutting-edge virtual assistant designed to improve customer engagement and streamline operations and is currently available in voice and chat channels. Core Responsibilities Design and develop world-class cognitive enabled conversation solutions using leading AI technologies Define low-level requirements, communicating solution design decisions and implementati","Hartford, Connecticut",06/08/2025,3d ago,"Third Party, Contract",Depends on Experience,Easy Apply,Pending
Data Scientist 4 (765167),"EdHike, LLC",https://www.dice.com/job-detail/89fb9fe3-684c-4564-982f-e3717ae74603,"Data Scientist 4 (765167) for US Nationals and Residents only No Visas/student/vendors please. Full Job Description - This Data Scientist position with the Office will be an important member of the team. In this role, the Data Scientist collects and analyzes statistics and information from multiple sources to spot trends and to gain maximum insight that can give the company a competitive advantage and communicates informed conclusions and recommendations across an organization's leadership st","Richmond, Virginia",06/08/2025,Yesterday,Contract,$50 - $60,Easy Apply,Pending
Technical Program Manager,INSPYR Solutions,https://www.dice.com/job-detail/5f93479e-1755-4bf5-94be-a05df388a27d,"Title: Technical Program Manager Location: Orlando, FL-Hybrid (2 Days Onsite) Duration: 22 Month Contract Compensation: $90-$98/hr Work Requirements: , Holders or Authorized to Work in the USProgram Manager The Senior Technical Program Manager is charged with the delivery of large-scale and complex software development projects across multiple disciplines and lines of business for our client s Products organization. In this role, you will blend program management and project delivery with financ","Hybrid in Orlando, Florida",06/08/2025,Today,Contract,BASED ON EXPERIENCE,Easy Apply,Pending
Data / BI Architect,V2Soft,https://www.dice.com/job-detail/c5f8b66a-3ffc-4bd9-90c1-2f1f0cbdb3cc,"V2Soft is a global leader in IT services and business solutions, delivering innovative and cost-effective technology solutions worldwide since 1998. We have headquartered in Bloomfield Hills, MI and have 16 offices spread across six countries. We partner with Fortune 500 companies to address complex business challenges. Our services span AI, IT staffing, cloud computing, engineering, mobility, testing, and more. Certified with CMMI Level 3 and ISO standards, V2Soft is committed to quality and se","Pontiac, Michigan",06/08/2025,Today,Contract,BASED ON EXPERIENCE,Easy Apply,Pending
Data Scientist 3,"V.L.S. Systems, Inc",https://www.dice.com/job-detail/e0a3158a-9451-46d6-8e3e-83df93d488ea,"Role: Data Scientist 3 Location: Onsite Richmond, VA Duration: 12 Months Interview: OnlineTest+Phone+MS-Teams Note: Data Scientist (Skill level 3) for VDOT Professional Services Procurement Office; Procurement knowledge / experience strongly preferred. Work Arrangement: Onsite This Data Scientist position with the agency will be an important member of the team. In this role, the Data Scientist collects and analyzes statistics and information from multiple sources to spot trends and to gain m","Richmond, Virginia",06/08/2025,4d ago,Contract,Depends on Experience,Easy Apply,Pending
KOFAX Imaging Developer,INNOVIT USA INC,https://www.dice.com/job-detail/f9824736-d90b-4d62-895c-dd9f12795c19,"Description: **LOCAL METRO ATLANTA CANDIDATES** *ONSITE REQUIRED* As a Kofax/Imaging developer, the job responsibilities include but are not limited to the following: Over 8+ years of experience in System analysis, design and development of Document Management Systems, Record management, Enterprise Content Management processes and workflow solutions. Solid experience with Kofax Capture 11, KTM 6, KCIC, KCNS and/or Kofax (Tungsten) Total Agility platforms, IBM Content Management and OpenText/Ri","Selma, Oregon",06/08/2025,Today,"Full-time, Part-time, Contract, Third Party",,Easy Apply,Pending
GA DOL - KOFAX Imaging Developer 2,Pragmatech LLC,https://www.dice.com/job-detail/80bdbd9d-4c67-4362-b1d3-7735a796e5a1,"**LOCAL METRO ATLANTA CANDIDATESONSITE REQUIRED* As a Kofax/Imaging developer, the job responsibilities include but are not limited to the following: Over 8+ years of experience in System analysis, design and development of Document Management Systems, Record management, Enterprise Content Management processes and workflow solutions. Solid experience with Kofax Capture 11, KTM 6, KCIC, KCNS and/or Kofax (Tungsten) Total Agility platforms, IBM Content Management and OpenText/RightFax systems.Prov","Atlanta, Georgia",06/08/2025,5d ago,"Third Party, Contract",Up to $60,Easy Apply,Pending
Google Cloud Platform Cloud Architect,Photon,https://www.dice.com/job-detail/2e4f0337-66d0-4167-98c4-173c5adb1898,"Google Cloud Platform Cloud Architect Springfield, MO (Remote) We are a leading technology solutions provider, committed to delivering innovative and scalable cloud solutions. We are looking for a highly skilled and experienced Google Cloud Platform Architect to join our team and lead our cloud foundation build, on-premises Google Cloud Platform migration, and Vertex AI implementation projects. Job Description: Responsibilities: Design and implement robust cloud architectures on Google Cloud Pla",Remote,06/08/2025,3d ago,"Third Party, Contract",Depends on Experience,Easy Apply,Pending
Data Scientist,Cyber Resource Provider LLC,https://www.dice.com/job-detail/2fcf84c9-e6ed-4124-8656-61d992f80c5d,"Engagement Type Contract Short Description Data Scientist (Skill level 4) for VDOT Professional Services Procurement Office(PSPO); Procurement knowledge / experience strongly preferred. On-Site Work and Interview. Complete Description This Data Scientist position with the Professional Services Procurement Office will be an important member of the VDOT PSPO team. In this role, the Data Scientist collects and analyzes statistics and information from multiple sources to spot trends and to gain max","Richmond, Virginia",06/08/2025,Today,"Full-time, Part-time, Third Party, Contract",,Easy Apply,Pending
"IT Business Analyst with BI & RCM (W2 POSITION, NEED VISA INDEPENDENT CANDIDATE ONLY)",SumasEdge Corporation,https://www.dice.com/job-detail/9d5af6a6-67e4-4dbb-b112-8240a3ecfaff,"Job Title:- IT Business Analyst with BI & RCM Location:- Remote Duration:- Contract to hire Job Description We are seeking an experienced Senior Healthcare IT Business Analyst to join our dynamic team. This role will focus on leveraging business intelligence tools, particularly Power BI, to support healthcare operations, optimize revenue cycle management (RCM), and drive data-informed decision-making. The ideal candidate will have extensive experience in the healthcare industry, strong analytica",Remote,06/08/2025,Yesterday,Contract,Depends on Experience,Easy Apply,Pending
AWS Connect,"Tanisha Systems, Inc.",https://www.dice.com/job-detail/55fc4944-a4f1-47ed-8249-30b0f066ce51,"My name is Siddharth, and I am recruiter at. Tanisha Systems Inc is a global contingency staffing firm servicing. We have an excellent job opportunity with one of our clients. Title: AWS Connect Location: Plano, TX/Wilmington, DE/ New Jersey (5 days onsite in a week) Job Summary We are seeking a highly skilled and experienced Senior Engineer in Amazon Connect and AWS Expert to join a dynamic team and assist with migration from legacy contact center system to Amazon Connect. In this role, you wil","Plano, Texas",06/08/2025,Today,"Full-time, Contract",BASED ON EXPERIENCE,Easy Apply,Pending
Data/BI Architect,Elegant Enterprise Wide Solutions,https://www.dice.com/job-detail/6f900b3f-15e4-4ffe-b055-3f454142d8e9,"Data/BI Architect: Provides technical direction to IT for a variety of data and artificial intelligence projects including data warehouse, business intelligence, data modelling and source data optimization initiatives. Develops conceptual, logical, and physical data models and architectures. Provides metadata strategies and data integration design. Provides technical infrastructure design and implements scalable and robust data architectures that support business objectives. Develop, test,","Pontiac, Michigan",06/08/2025,Yesterday,"Full-time, Third Party",,Easy Apply,Pending
Data Architect with a background on pharmacy benefit management (PBM),Combined Computer Resources,https://www.dice.com/job-detail/5849384a-886d-448c-a881-68b5ac630edf,"We are seeking a Data Architect with deep expertise in healthcare and pharmacy benefit management (PBM) data systems, particularly those tied to government programs such as Medicaid and Medicare. You will lead the design and development of secure, scalable, and compliant cloud-based architectures that support analytics and applications across pharmaceutical, Medicaid, and Medicare domains. In this role, you ll collaborate with engineering, product, and compliance teams to ensure solutions meet f","Hybrid in Princeton, New Jersey",06/08/2025,2d ago,Contract,Depends on Experience,Easy Apply,Pending
SQL DBA,INSPYR Solutions,https://www.dice.com/job-detail/2bc2c808-8d6e-4432-9c61-2a1520bf369d,"Title: SQL DBA Location: Cape Coral, FL Duration: 6+ months contract to hire Compensation: $60.00 - 65.00/hr Work Requirements: , Holders or Authorized to Work in the U.S. SQL DBA SUMMARYThe SQL Server Database Administrator (DBA) is a critical role within our IT department, responsible for ensuring the optimal performance, security, and integrity of our SQL Server databases within our 24 x 7 Production, Test, and Development Environments. This position will oversee day-to-day administration of","Hybrid in Cape Coral, Florida",06/08/2025,Today,Contract,BASED ON EXPERIENCE,Easy Apply,Pending
Data Scientist,TriosysIT Inc.,https://www.dice.com/job-detail/7d7bcb4a-b5cd-4113-b92f-84b02d62b425,"his Data Scientist position with the Professional Services Procurement Office will be an important member of the team. In this role, the Data Scientist collects and analyzes statistics and information from multiple sources to spot trends and to gain maximum insight that can give the company a competitive advantage and communicates informed conclusions and recommendations across an organization's leadership structure. Strategizes and identifies unique opportunities to locate and collect new data","Richmond, Virginia",06/08/2025,Yesterday,"Third Party, Contract",Depends on Experience,Easy Apply,Pending
Technical Architect,"Cogent IBS, Inc",https://www.dice.com/job-detail/7b8cf4a2-70ec-46cb-b9df-7f342bd40700,Job Description: Experience as technical architect 8 years of Machine Learning experience,Remote,06/08/2025,2d ago,"Full-time, Third Party",$40+,Easy Apply,Pending
MLOps Engineer,Third Eye Consulting Services & Solutions LLC.,https://www.dice.com/job-detail/39707dc6-197f-44ce-afcb-e8fec2940c29,"Title - MLOps Engineer Duration - Long term Location - Remote (Prefers EST and CST time zone's only) We are looking for a highly skilled ML Ops Engineer to join our team. The ML Ops Engineer will be responsible for developing, deploying, and maintaining machine learning models and infrastructure. This role requires collaboration with various teams, including data science, engineering, and operations, to support and enhance our machine learning capabilities.Abilities/Skill and Other Requirements",Remote,06/08/2025,2d ago,Contract,Depends on Experience,Easy Apply,Pending
Data Scientist :Remote,HAN IT Staffing Inc.,https://www.dice.com/job-detail/2e36e391-3f39-4672-ac97-90ddf61e6ea7,"Data Scientist Remote (NJ) Job Description Data Scientist (Contract-Based) Key Responsibilities: Lead key initiatives, at times including leading a team of scientists to craft, develop, and evaluate innovative machine learning and deep learning models to solve diverse challenges and opportunities across client.Conduct proof-of-concepts (POCs) and implement multi-year must-win ML-based digital product following business priorities of various segments and functions.Work closely with the product ma",Remote,06/08/2025,Yesterday,"Third Party, Contract",Depends on Experience,Easy Apply,Pending
AI Architect (Should be local to NV only),SidRam Technologies,https://www.dice.com/job-detail/6765670c-7d41-4579-9313-303ec45ac8d7,"The AI Architect is a senior-level role responsible for designing, developing, and overseeing the implementation of advanced artificial intelligence (AI) and machine learning (ML) solutions. This position requires deep technical expertise, strategic vision, and leadership to align AI initiatives with business objectives. The ideal candidate will have 12-15 years of experience in AI/ML, software engineering, and system architecture, with a proven track record of delivering scalable AI solutions.",Remote,06/08/2025,2d ago,Contract,$50 - $60,Easy Apply,Pending
Production Support - MLOps,Galent,https://www.dice.com/job-detail/87903b8b-fa97-4343-93c0-d3d238c7d6b7,"The team MLOps L2 Support Engineer to provide 24/7 production support for machine learning (ML) and data pipelines. The role requires on-call support, including weekends, to ensure high availability and reliability of ML workflows. The candidate will work with Dataiku, AWS, CI/CD pipelines, and containerized deployments to maintain and troubleshoot ML models in production. The role Key Responsibilities: Incident Management & Support: Provide L2 support for MLOps production environments, ensuring","Reading, Pennsylvania",06/08/2025,2d ago,"Contract, Third Party",$65 - $70,Easy Apply,Pending
Sr Data Scientist,"InfoVision, Inc.",https://www.dice.com/job-detail/0cff82ed-0195-417d-a47f-51c9ed79b1a5,"Title: Sr Data Scientist Job Location: Plano, TX Telecom domain must Need have solid exp on RAG systems, transformers, and NLP models Job Overview We re looking for a highly skilled and experienced Data Scientist to help lead this transformation. If you re passionate about turning complex data into actionable insights, advancing the frontiers of anomaly detection, transformers, and Retrieval-Augmented Generation (RAG), and pushing the boundaries of what AI can do, this is your opportunity. Tele","Hybrid in Dallas, Texas",06/08/2025,Yesterday,Contract,Depends on Experience,Easy Apply,Pending
MLOps Engineer - 6 months contract to hire.,Indus Valley,https://www.dice.com/job-detail/68f12031-7dbf-4903-9456-28b47fa3c7e6,"No third party candidates considered for this position Title: MLOps EngineerLocation: Cincinnati, OH (REMOTE)Duration: 6+ Months contract to hireInterviews: MS Teams Note to Vendors: Top 3 skills: These are the TOP skills they are looking for they need some, not all, just a good mix is fine: TOP: Experience working with leading stakeholder groups, including technical, product, business, and vendor teams. TOP: Experience with ML Ops/AI tools and frameworks such as: Jupyter, Nvidia Global Catalog",Remote,06/08/2025,Yesterday,Contract,Depends on Experience,Easy Apply,Pending
Senior AI Engineer,"VDart, Inc.",https://www.dice.com/job-detail/cf8e3553-860d-420c-9893-f0d9f7e12064,"Job Title: Senior AI Engineer Location: Remote Duration: 12+ months Term: Contract Job Description: Architect and implement advanced AI and machine learning systems that solve complex business problems Lead the design and deployment of LLM-based applications using frameworks like LangChain, LlamaIndex, and vectordatabases Develop end-to-end ML pipelines from data acquisition and model training to deployment and monitoring Design and build AI copilots, agents, and generative workflows that","Dallas, Texas",06/08/2025,Yesterday,"Third Party, Contract",,Easy Apply,Pending
Power BI Developer,Purple Drive Technologies LLC,https://www.dice.com/job-detail/2c5aec52-a73e-4b02-8967-df7c4cb6a5e0,"Key Responsibilities Stakeholder Collaboration Partner with business users, product owners, and analysts to understand data needs and deliver impactful solutions.Dashboard Development Build interactive and scalable Power BI reports using data sourced from BigQuery and other Google Cloud Platform-native services.AI Integration with Google Cloud Platform Integrate Vertex AI and BigQuery ML to enhance reports with predictive modeling, natural language summaries, forecasting, and AI-powered insights","Alpharetta, Georgia",06/08/2025,3d ago,"Third Party, Contract",$60 - $70,Easy Apply,Pending
Data science graduate with AI and Python,Envision Technology Solutions,https://www.dice.com/job-detail/74e1b963-911f-4b66-a0d7-512355645b6c,"Job Title:- Data science graduate with AI and Python Location:- New Jersey City, NJ Job Type:- Contract On-Site Job Description:- Key Responsibilities: Work on real-world data science and AI projects under the guidance of senior team members. Build, test, and deploy machine learning models using Python libraries (e.g., scikit-learn, TensorFlow, PyTorch). Conduct data cleaning, preprocessing, and exploratory data analysis (EDA). Collaborate with cross-functional teams including data engineers, an","Jersey City, New Jersey",06/08/2025,Yesterday,"Full-time, Part-time, Contract, Third Party",$DOE,Easy Apply,Pending
GenAI Evangelist AI Strategist -Architect,PropelSys Technologies LLC.,https://www.dice.com/job-detail/fc2ef0c7-f329-4dd1-b095-2b35524cd237,"Role GenAI Evangelist/ AI Strategist-Architect Location : Remote Resource Type Open for FTE/ Contractors. 1. Strategic Industry Perspective The most successful AI initiatives blend: A strong GenAI backbone (Copilot, LLM APIs, private RAG stacks) Platform-native accelerators (e.g., AI-infused workflows in Dynamics, ServiceNow, Azure ML, SAP BTP) And clear productization paths This role will be at the intersection of above 3. 2. Recommended Profile A Principal AI Strategist - someone who",Remote or Hybrid in Texas,06/08/2025,Yesterday,"Full-time, Part-time, Contract, Third Party",,Easy Apply,Pending
"Gen AI Architect Fully Hybrid role in Raritan, NJ",Prudent Technologies and Consulting,https://www.dice.com/job-detail/76e1710c-f4c5-42ee-989e-e3b6583b3867,"Gen AI Architect Raritan, NJ. Must be onsite from Day 1. Must be in office 3 days a week, more if needed The Gen AI Architect plays a crucial role in shaping and leading the architecture, development, and deployment of next-generation AI applications within the organization. This role is pivotal in driving the company's objectives by leveraging advanced machine learning models, robust data engineering pipelines, and cloud-native infrastructure to deliver scalable, high-quality solutions. The arc","Hybrid in Raritan, New Jersey",06/08/2025,2d ago,"Third Party, Contract",$70 - $80,Easy Apply,Pending
AI Evangelist / Principal AI Strategist,Alpha Silicon,https://www.dice.com/job-detail/5d2eae8e-8305-43e1-9646-d1017ae175b2,"Title: AI Evangelist / Principal AI Strategist Location: Remote Terms: Contract Job Description Key candidate attributes: 1. Strategic Industry Perspective The most successful AI initiatives blend: A strong GenAI backbone (Copilot, LLM APIs, private RAG stacks) Platform-native accelerators (e.g., AI-infused workflows in Dynamics, ServiceNow, Azure ML, SAP BTP) And clear productization paths This role will be at the intersection of above 3. 2. Recommended Profile A Principal AI Strategist",Remote,06/08/2025,Yesterday,"Third Party, Contract",,Easy Apply,Pending
Gen AI Python,"NTT DATA Americas, Inc",https://www.dice.com/job-detail/520ac36f-13c2-4a1e-9bd2-dd79e3c1c77a,NTT DATA's Client is seeking a Python AI Developer to assist with Design machine learning systems Research and implement machine learning algorithms and tools Manage and direct research and development processes to meet the needs of our AI strategy Develop machine learning applications in alignment with project requirements and business goals Perform machine learning tests and statistical analysis to fine-tune the machine learning systems Select appropriate datasets and data representation metho,"Jacksonville, Florida",06/08/2025,Today,Contract,BASED ON EXPERIENCE,Easy Apply,Pending
